5.39412,0,0,0,0,0,0,,0,0,0,0
5.484565,0,0,0,0,0,0,,0,0,0,0
10.7525,-0.004660241,-0.01005715,0.005801902,0.05770205,0.1121119,0.0286213,,0,0,0,0
11.48343,0.005040629,-0.01030916,0.02892916,0.03655063,0.1031428,0.03440556,,-1,1,-1,1
11.51126,0.01712191,-0.02865652,0.03134287,0.03760035,0.09462887,0.02603417,,-1,1,-1,1
11.53885,0.01843763,-0.0292727,0.03103281,0.03727137,0.09628659,0.02885266,,-1,1,-1,1
11.57913,0.01961351,-0.03017731,0.03083022,0.03859307,0.09744498,0.03188473,,-1,1,-1,1
11.60122,0.02024578,-0.03067195,0.03049452,0.03914005,0.0981898,0.03479968,,-1,1,-1,1
11.62885,0.02091756,-0.03111711,0.03022101,0.03992792,0.09777835,0.03760876,,-1,1,-1,1
11.64745,0.02197249,-0.03168915,0.02962322,0.04045106,0.09687287,0.04017205,,-1,1,-1,1
11.68252,0.02349392,-0.03244541,0.02932286,0.04138449,0.09359863,0.03931486,,-1,1,-1,1
11.70352,0.02470564,-0.03326305,0.02884518,0.04159288,0.09184846,0.03979557,,-1,1,-1,1
11.72792,0.02546405,-0.03378845,0.02857833,0.04192535,0.09168577,0.03986358,,-1,1,-1,1
11.75919,0.02649804,-0.03380739,0.02821566,0.04311239,0.09174052,0.03978947,,-1,1,-1,1
11.77916,0.02727789,-0.03413903,0.02821826,0.04344321,0.09218293,0.03966703,,-1,1,-1,1
11.80233,0.02777839,-0.03449914,0.02819549,0.04334558,0.09400165,0.03998987,,-1,1,-1,1
11.82611,0.02800359,-0.03462852,0.02806031,0.04351846,0.0968262,0.04163586,,-1,1,-1,1
11.8583,0.02769765,-0.03347562,0.02779578,0.04511387,0.1003263,0.04546807,,-1,1,-1,1
11.88118,0.02753798,-0.0324368,0.02787664,0.04460907,0.1005136,0.04734593,,-1,1,-1,1
11.90416,0.02763049,-0.03159973,0.02816707,0.04348103,0.09942332,0.04805998,,-1,1,-1,1
11.92291,0.02777846,-0.03094563,0.02845426,0.04096238,0.09765774,0.04781576,,-1,1,-1,1
11.94059,0.02779609,-0.0301479,0.02839033,0.03736587,0.09642792,0.04719315,,-1,1,-1,1
11.97937,0.02714545,-0.02880082,0.02817165,0.0331196,0.0962238,0.04628654,,-1,1,-1,1
12.00027,0.02672382,-0.02733477,0.02791244,0.03045085,0.09506866,0.0444615,,-1,1,-1,1
12.02225,0.02631705,-0.02575605,0.02777515,0.02665549,0.09246632,0.04105757,,-1,1,-1,1
12.04496,0.02640327,-0.02503113,0.02771576,0.02493139,0.08999953,0.03803963,,-1,1,-1,1
12.07801,0.02627411,-0.02337544,0.02746655,0.02087425,0.08478126,0.03324109,,-1,1,-1,1
12.10046,0.0261319,-0.02224658,0.02726687,0.01859322,0.08007392,0.03105333,,-1,1,-1,1
12.12697,0.02641967,-0.02011883,0.02649335,0.01647411,0.0739367,0.02830978,,-1,1,-1,1
12.14666,0.0271928,-0.01899176,0.02638065,0.01454317,0.06742874,0.02502925,,-1,1,-1,1
12.16604,0.02800857,-0.01847523,0.02632848,0.01194432,0.0612691,0.02177534,,-1,1,-1,1
12.20225,0.02985654,-0.01898863,0.02641126,0.006377281,0.05278265,0.01864482,,-1,1,-1,1
12.22601,0.03259615,-0.01904372,0.0261064,0.000671288,0.04376692,0.01368499,,-1,1,-1,1
12.24484,0.0344869,-0.01994935,0.02658905,-0.00104133,0.03946912,0.009387033,,-1,1,-1,1
12.27075,0.03837853,-0.0214322,0.02772192,-0.001627836,0.03276011,0.001890726,,-1,1,-1,1
12.291,0.04256442,-0.02342089,0.02914963,-0.00273342,0.02929634,-0.004079267,,-1,1,-1,1
12.33726,0.04740218,-0.0264982,0.0302119,-0.0008405182,0.03709564,0.0003648357,,-1,1,-1,1
12.3662,0.05253534,-0.02674951,0.03094839,0.003796116,0.04235107,0.009044873,,-1,1,-1,1
12.39859,0.05892599,-0.02692349,0.03325756,0.009742714,0.04384398,0.01980079,,-1,1,-1,1
12.42201,0.06532069,-0.02623295,0.0352226,0.01414375,0.04643133,0.03285747,,-1,1,-1,1
12.45136,0.07093526,-0.02332802,0.0369067,0.01918793,0.05350959,0.05001587,,-1,1,-1,1
12.47258,0.07482186,-0.02157539,0.03818791,0.02191651,0.05875716,0.05998055,,-1,1,-1,1
12.50192,0.07863477,-0.0196969,0.0396661,0.02558174,0.06552809,0.06576667,,-1,1,-1,1
12.52408,0.08202173,-0.01720376,0.04043455,0.0281885,0.07206199,0.07033603,,-1,1,-1,1
12.54536,0.08513349,-0.01495909,0.0414352,0.03046075,0.07852426,0.07404171,,-1,1,-1,1
12.57035,0.08857888,-0.01283472,0.0431114,0.03391156,0.08291116,0.07314026,,-1,1,-1,1
12.60836,0.09322435,-0.007304495,0.04479286,0.03580464,0.08654913,0.06725558,,-1,1,-1,1
12.63144,0.09674439,-0.002789225,0.0468004,0.03354771,0.09235048,0.067975,,-1,1,-1,1
12.65364,0.09937201,-0.0002593837,0.04814405,0.03065529,0.09354955,0.06658264,,-1,1,-1,1
12.68429,0.1027198,0.001518303,0.04931058,0.02373092,0.09180385,0.05778969,,-1,1,-1,1
12.70727,0.1072124,0.005065361,0.0517413,0.02103995,0.09292683,0.04855968,,-1,1,-1,1
12.72689,0.1098446,0.007705129,0.05334868,0.02100172,0.0945394,0.04136895,,-1,1,-1,1
12.75827,0.1123777,0.008688014,0.05451417,0.01819277,0.09583783,0.03396806,,-1,1,-1,1
12.77993,0.1146617,0.008761204,0.05667856,0.0168636,0.09778216,0.02997053,,-1,1,-1,1
12.80163,0.1179837,0.01061666,0.05911049,0.01535855,0.0993019,0.02535407,,-1,1,-1,1
12.82687,0.1190045,0.01090911,0.06010519,0.01595178,0.09836984,0.02692567,,-1,1,-1,1
12.84666,0.121476,0.01088996,0.06240116,0.0150377,0.09773058,0.02633696,,-1,1,-1,1
12.87898,0.1247879,0.01030053,0.06504517,0.01263822,0.09833747,0.02789515,,-1,1,-1,1
12.90293,0.1264805,0.01002532,0.06680512,0.01268502,0.1008197,0.03197319,,-1,1,-1,1
12.92594,0.1279021,0.009377063,0.06846626,0.0134627,0.1031981,0.03661275,,-1,1,-1,1
12.94557,0.1287944,0.008041741,0.0696099,0.01231736,0.1054233,0.04180537,,-1,1,-1,1
12.96803,0.1296585,0.006051514,0.07011697,0.008942042,0.1065935,0.04646444,,-1,1,-1,1
13.00192,0.1317452,0.003031253,0.07099712,0.009388842,0.1066345,0.04677562,,-1,1,-1,1
13.02613,0.1333099,0.0007780521,0.07167736,0.01340302,0.105716,0.04265552,,-1,1,-1,1
13.0457,0.1344231,-0.001436105,0.07201008,0.01796612,0.1057641,0.03990471,,-1,1,-1,1
13.06971,0.1352037,-0.002982896,0.07164761,0.02328887,0.1067943,0.03695041,,-1,1,-1,1
13.08942,0.1363936,-0.004587237,0.07175542,0.02984382,0.1070648,0.03337286,,-1,1,-1,1
13.12229,0.1372809,-0.006418628,0.07216913,0.04183722,0.1080122,0.03055573,,-1,1,-1,1
13.14611,0.1369916,-0.007430667,0.07245217,0.0462979,0.1099506,0.03488802,,-1,1,-1,1
13.1672,0.1367832,-0.00796142,0.07261437,0.04822954,0.1106875,0.04029447,,-1,1,-1,1
13.18322,0.136677,-0.007744381,0.07296535,0.05000758,0.1102385,0.04461905,,-1,1,-1,1
13.22046,0.1365215,-0.006577911,0.07369615,0.04832575,0.1077317,0.05087517,,-1,1,-1,1
13.24797,0.1355318,-0.005037483,0.07423635,0.04685156,0.1078437,0.05774412,,-1,1,-1,1
